filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":270,""y"":97,""width"":49,""height"":38}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":264,""y"":145,""width"":56,""height"":95}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":386,""y"":124,""width"":70,""height"":86}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":248,""y"":349,""width"":66,""height"":32}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":369,""y"":347,""width"":62,""height"":47}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (25).jpg,34885,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":428,""y"":255,""width"":26,""height"":54}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (26).jpg,1046766,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":941,""y"":540,""width"":277,""height"":450}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (26).jpg,1046766,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":1236,""y"":460,""width"":321,""height"":523}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (26).jpg,1046766,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":1459,""y"":985,""width"":180,""height"":148}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (27).jpg,935284,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":394,""y"":628,""width"":204,""height"":243}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (27).jpg,935284,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":528,""y"":243,""width"":482,""height"":552}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (28).jpg,926521,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":849,""y"":496,""width"":448,""height"":499}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (28).jpg,926521,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":584,""y"":12,""width"":367,""height"":231}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (29).jpg,1190547,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":68,""y"":426,""width"":272,""height"":168}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (29).jpg,1190547,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":662,""y"":479,""width"":358,""height"":460}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""rect"",""x"":229,""y"":523,""width"":226,""height"":260}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":523,""y"":460,""width"":212,""height"":345}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":803,""y"":535,""width"":229,""height"":277}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":893,""y"":1250,""width"":78,""height"":88}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":280,""y"":338,""width"":102,""height"":109}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":586,""y"":282,""width"":129,""height"":117}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (30).jpg,645187,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":825,""y"":343,""width"":134,""height"":102}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (31).jpg,38756,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":278,""y"":58,""width"":45,""height"":57}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (31).jpg,38756,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":267,""y"":133,""width"":88,""height"":124}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (32).jpg,779264,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":735,""y"":693,""width"":215,""height"":207}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (32).jpg,779264,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":827,""y"":466,""width"":344,""height"":503}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (33).jpg,1081761,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":927,""y"":332,""width"":209,""height"":286}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (33).jpg,1081761,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":406,""y"":366,""width"":215,""height"":360}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (33).jpg,1081761,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":435,""y"":235,""width"":143,""height"":111}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (33).jpg,1081761,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1004,""y"":891,""width"":80,""height"":133}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (34).jpg,1006807,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":567,""y"":95,""width"":392,""height"":294}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (34).jpg,1006807,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":749,""y"":350,""width"":435,""height"":413}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (35).jpg,38484,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":186,""y"":14,""width"":97,""height"":75}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (35).jpg,38484,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":202,""y"":120,""width"":159,""height"":162}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (35).jpg,38484,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":265,""y"":311,""width"":60,""height"":88}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (36).jpg,817993,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":287,""y"":725,""width"":396,""height"":370}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (36).jpg,817993,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":701,""y"":615,""width"":348,""height"":275}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (36).jpg,817993,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":1600,""y"":985,""width"":180,""height"":336}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (37).jpg,844503,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":56,""y"":873,""width"":153,""height"":180}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (37).jpg,844503,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":199,""y"":683,""width"":119,""height"":251}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (37).jpg,844503,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1267,""y"":632,""width"":438,""height"":494}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (37).jpg,844503,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":946,""y"":528,""width"":333,""height"":394}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""rect"",""x"":359,""y"":165,""width"":68,""height"":71}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""rect"",""x"":498,""y"":175,""width"":60,""height"":73}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""rect"",""x"":507,""y"":116,""width"":38,""height"":32}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""rect"",""x"":247,""y"":134,""width"":32,""height"":34}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""rect"",""x"":587,""y"":166,""width"":45,""height"":78}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""rect"",""x"":661,""y"":168,""width"":63,""height"":76}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""rect"",""x"":303,""y"":379,""width"":50,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""rect"",""x"":667,""y"":347,""width"":32,""height"":35}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (38).jpg,57348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""rect"",""x"":147,""y"":369,""width"":55,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (39).jpg,532825,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
 (40).jpg,13847,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":116,""y"":24,""width"":24,""height"":39}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (40).jpg,13847,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":185,""y"":19,""width"":39,""height"":50}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (40).jpg,13847,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":46,""y"":26,""width"":53,""height"":75}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (41).jpg,10763,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":12,""y"":57,""width"":51,""height"":87}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (41).jpg,10763,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":132,""y"":2,""width"":26,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (41).jpg,10763,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":63,""y"":38,""width"":30,""height"":18}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (41).jpg,10763,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":76,""y"":63,""width"":15,""height"":20}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""mask""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,0,"{""name"":""rect"",""x"":37,""y"":12,""width"":25,""height"":14}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,1,"{""name"":""rect"",""x"":135,""y"":14,""width"":24,""height"":18}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,2,"{""name"":""rect"",""x"":191,""y"":22,""width"":19,""height"":11}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,3,"{""name"":""rect"",""x"":128,""y"":41,""width"":34,""height"":51}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,4,"{""name"":""rect"",""x"":179,""y"":41,""width"":42,""height"":53}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,5,"{""name"":""rect"",""x"":82,""y"":46,""width"":37,""height"":47}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,6,"{""name"":""rect"",""x"":31,""y"":40,""width"":36,""height"":41}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,7,"{""name"":""rect"",""x"":25,""y"":149,""width"":18,""height"":21}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,8,"{""name"":""rect"",""x"":146,""y"":139,""width"":18,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,9,"{""name"":""rect"",""x"":74,""y"":146,""width"":14,""height"":24}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,10,"{""name"":""rect"",""x"":98,""y"":141,""width"":28,""height"":21}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (42).jpg,12970,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,11,"{""name"":""rect"",""x"":198,""y"":138,""width"":21,""height"":34}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (43).jpg,8172,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":147,""y"":15,""width"":63,""height"":47}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (44).jpg,10962,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":172,""y"":13,""width"":31,""height"":22}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (46).jpg,8381,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":89,""y"":72,""width"":24,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (46).jpg,8381,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":91,""y"":58,""width"":21,""height"":10}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (47).jpg,12904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":57,""y"":30,""width"":29,""height"":34}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (47).jpg,12904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":138,""y"":0,""width"":44,""height"":42}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (48).jpg,14850,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":88,""y"":56,""width"":25,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (48).jpg,14850,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":120,""y"":52,""width"":25,""height"":33}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (48).jpg,14850,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":231,""y"":48,""width"":28,""height"":40}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (49).jpg,13349,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":144,""y"":46,""width"":36,""height"":49}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (49).jpg,13349,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":153,""y"":19,""width"":20,""height"":19}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (49).jpg,13349,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":143,""y"":126,""width"":32,""height"":39}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (50).jpg,11157,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":70,""y"":2,""width"":56,""height"":47}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (50).jpg,11157,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":55,""y"":77,""width"":87,""height"":103}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (51).jpg,11302,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":149,""y"":59,""width"":90,""height"":108}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
 (51).jpg,11302,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":178,""y"":13,""width"":37,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""hardhat""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,0,"{""name"":""rect"",""x"":218,""y"":152,""width"":27,""height"":17}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,1,"{""name"":""rect"",""x"":161,""y"":161,""width"":41,""height"":15}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,2,"{""name"":""rect"",""x"":97,""y"":157,""width"":28,""height"":15}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,3,"{""name"":""rect"",""x"":130,""y"":160,""width"":17,""height"":13}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,4,"{""name"":""rect"",""x"":50,""y"":157,""width"":24,""height"":18}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""boots""}"
 (52).jpg,11197,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,5,"{""name"":""rect"",""x"":112,""y"":71,""width"":37,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""class_name"":""vest""}"
